npsn,name,jenjang,provinsi,kabupaten,kecamatan,provinceCode,regencyCode,districtCode
40315445,SMAS TRI SAKTI AROEPALA,SMA,Sulawesi Selatan,Kota Makassar,Rappocini,190000,196000,196013
40307800,SMAN 6 PALOPO,SMA,Sulawesi Selatan,Kota Palopo,Wara Barat,190000,196200,196206
40310213,SMAS ISLAM ATHIRAH,SMA,Sulawesi Selatan,Kota Makassar,Ujung Pandang,190000,196000,196005
40310219,SMAN 22 MAKASSAR,SMA,Sulawesi Selatan,Kota Makassar,Biringkanaya,190000,196000,196011
40313885,SMAS YP PGRI 2 MAKASSAR,SMA,Sulawesi Selatan,Kota Makassar,Mamajang,190000,196000,196002
40310832,SMA NEGERI 5 PAREPARE,SMA,Sulawesi Selatan,Kota Parepare,Bacukiki Barat,190000,196100,196104
40400242,SMAN 1 UNAAHA,SMA,Sulawesi Tenggara,Kab. Konawe,Unaaha,200000,200100,200116
69759039,SMAN 1 ROUTA,SMA,Sulawesi Tenggara,Kab. Konawe,Routa,200000,200100,200139
40307375,SMAN 11 MAKASSAR,SMA,Sulawesi Selatan,Kota Makassar,Tamalate,190000,196000,196003
40307810,SMAS FRATER PALOPO,SMA,Sulawesi Selatan,Kota Palopo,Wara Utara,190000,196200,196202
40310361,SMAN 5 PALOPO,SMA,Sulawesi Selatan,Kota Palopo,Wara Selatan,190000,196200,196203
40403668,SMA NEGERI 1 KONAWE,SMA,Sulawesi Tenggara,Kab. Konawe,Konawe,200000,200100,200143
40403564,SMAS MUHAMMADIYAH DAWI-DAWI,SMA,Sulawesi Tenggara,Kab. Kolaka,Pomalaa,200000,200400,200402
40404643,SMAN 1 AMONGGEDO,SMA,Sulawesi Tenggara,Kab. Konawe,Amonggedo,200000,200100,200134
40403792,SMAN 1 SAMATURU,SMA,Sulawesi Tenggara,Kab. Kolaka,Samaturu,200000,200400,200416
40403661,SMAN 1 MELUHU,SMA,Sulawesi Tenggara,Kab. Konawe,Meluhu,200000,200100,200133
69945219,SMA NEGERI 1 MOROSI,SMA,Sulawesi Tenggara,Kab. Konawe,Morosi,200000,200100,200150
40403598,SMAN 1 TOARI,SMA,Sulawesi Tenggara,Kab. Kolaka,Toari,200000,200400,200421
40401538,SMAN 1 WUNDULAKO,SMA,Sulawesi Tenggara,Kab. Kolaka,Wundulako,200000,200400,200403
40402858,SMAN 1 BESULUTU,SMA,Sulawesi Tenggara,Kab. Konawe,Besulutu,200000,200100,200131
40400233,SMAS PGRI LAMBUYA,SMA,Sulawesi Tenggara,Kab. Konawe,Onembute,200000,200100,200148
40400240,SMAN 1 PONDIDAHA,SMA,Sulawesi Tenggara,Kab. Konawe,Pondidaha,200000,200100,200114
40403665,SMA NEGERI 1 WONGGEDUKU,SMA,Sulawesi Tenggara,Kab. Konawe,Wonggeduku Barat,200000,200100,200151
40401539,SMAN 2 KOLAKA,SMA,Sulawesi Tenggara,Kab. Kolaka,Kolaka,200000,200400,200406
40400232,SMAN 2 UNAAHA,SMA,Sulawesi Tenggara,Kab. Konawe,Unaaha,200000,200100,200116
40402860,SMAN 1 SOROPIA,SMA,Sulawesi Tenggara,Kab. Konawe,Soropia,200000,200100,200108
40401535,SMAN 1 POMALAA,SMA,Sulawesi Tenggara,Kab. Kolaka,Pomalaa,200000,200400,200402
60726578,SMAN 1 ASINUA,SMA,Sulawesi Tenggara,Kab. Konawe,Asinua,200000,200100,200144
69864668,SMA ISLAM TERPADU AL MAWADDAH WARRAHMAH KOLAKA,SMA,Sulawesi Tenggara,Kab. Kolaka,Kolaka,200000,200400,200406
40401533,SMAN 1 KOLAKA,SMA,Sulawesi Tenggara,Kab. Kolaka,Kolaka,200000,200400,200406
60726579,SMAN 1 TONGAUNA,SMA,Sulawesi Tenggara,Kab. Konawe,Tongauna,200000,200100,200128
40403660,SMAN 1 BONDOALA,SMA,Sulawesi Tenggara,Kab. Konawe,BondoAla,200000,200100,200124
40403355,SMAN 2 WAWOTOBI,SMA,Sulawesi Tenggara,Kab. Konawe,Wawotobi,200000,200100,200115
40402865,SMAS KURNIA PUDAY,SMA,Sulawesi Tenggara,Kab. Konawe,Wonggeduku,200000,200100,200126
40401537,SMAN 1 WOLO,SMA,Sulawesi Tenggara,Kab. Kolaka,Wolo,200000,200400,200407
40403559,SMAN 1 WATUBANGGA,SMA,Sulawesi Tenggara,Kab. Kolaka,Watubangga,200000,200400,200401
40402857,SMAN 1 ABUKI,SMA,Sulawesi Tenggara,Kab. Konawe,Abuki,200000,200100,200118
40403563,SMAN 1 LATAMBAGA,SMA,Sulawesi Tenggara,Kab. Kolaka,Latambaga,200000,200400,200415
40403726,SMAN 1 TANGGETADA,SMA,Sulawesi Tenggara,Kab. Kolaka,Tanggetada,200000,200400,200412
40405117,SMA NEGERI 22 KONAWE SELATAN,SMA,Sulawesi Tenggara,Kab. Konawe Selatan,Tinanggea,200000,200500,200501
40405077,SMAN 18 KONAWE SELATAN,SMA,Sulawesi Tenggara,Kab. Konawe Selatan,Palangga Selatan,200000,200500,200514
40404815,SMAN 10 KONAWE SELATAN,SMA,Sulawesi Tenggara,Kab. Konawe Selatan,Angata,200000,200500,200511
40401534,SMAN 1 MOWEWE,SMA,Sulawesi Tenggara,KAB. KOLAKA TIMUR,MOWEWE,200000,201100,201116
40401876,SMAN 2 KONAWE SELATAN,SMA,Sulawesi Tenggara,Kab. Konawe Selatan,Ranomeeto,200000,200500,200506
40403352,SMAS KURNIA KOLONO,SMA,Sulawesi Tenggara,Kab. Konawe Selatan,Kolono,200000,200500,200508
40403664,SMAN 1 WAWONII TENGAH,SMA,Sulawesi Tenggara,Kab. Konawe Kepulauan,Wawonii Tengah,200000,201200,201207
69899732,SMAN 1 WADAGA,SMA,Sulawesi Tenggara,Kab. Muna Barat,Wadaga,200000,201300,201304
40404037,SMAN 1 WAWONII UTARA,SMA,Sulawesi Tenggara,Kab. Konawe Kepulauan,Wawonii Utara,200000,201200,201202
40401874,SMAN 8 KONAWE SELATAN,SMA,Sulawesi Tenggara,Kab. Konawe Selatan,Konda,200000,200500,200503
69904787,SMA NEGERI 1 BONEGUNU,SMA,Sulawesi Tenggara,Kab. Buton Utara,Bonegunu,200000,201000,201005
69900467,SMA NEGERI 1 DANGIA,SMA,Sulawesi Tenggara,KAB. KOLAKA TIMUR,Dangia,200000,201100,201122
40404263,SMAN 1 LAMBANDIA,SMA,Sulawesi Tenggara,KAB. KOLAKA TIMUR,LAMBANDIA,200000,201100,201114
40400769,SMAN 1 KUSAMBI,SMA,Sulawesi Tenggara,Kab. Muna Barat,Kusambi,200000,201300,201312
40403372,SMAS AL HIJRAH LAINEA,SMA,Sulawesi Tenggara,Kab. Konawe Selatan,Lainea,200000,200500,200504
40403596,SMAN 1 POLI-POLIA,SMA,Sulawesi Tenggara,KAB. KOLAKA TIMUR,POLI-POLIA,200000,201100,201113
40403343,SMAN 11 KONAWE SELATAN,SMA,Sulawesi Tenggara,Kab. Konawe Selatan,Landono,200000,200500,200507
69899230,SMA NEGERI 2 LADONGI,SMA,Sulawesi Tenggara,KAB. KOLAKA TIMUR,LADONGI,200000,201100,201112
40405268,SMAN 21 KONAWE SELATAN,SMA,Sulawesi Tenggara,Kab. Konawe Selatan,Laonti,200000,200500,200510
69822766,SMAN 3 KULISUSU,SMA,Sulawesi Tenggara,Kab. Buton Utara,Kulisusu,200000,201000,201001
40403871,SMAN 1 KULISUSU UTARA,SMA,Sulawesi Tenggara,Kab. Buton Utara,Kulisusu Utara,200000,201000,201003
40401536,SMAN 1 TIRAWUTA,SMA,Sulawesi Tenggara,KAB. KOLAKA TIMUR,TIRAWUTA,200000,201100,201119
69819336,SMA NEGERI 1 UEESI,SMA,Sulawesi Tenggara,KAB. KOLAKA TIMUR,Ueesi,200000,201100,201120
69948522,SMAN 2 SAWERIGADI,SMA,Sulawesi Tenggara,Kab. Muna Barat,Sawerigadi,200000,201300,201301
69726043,SMA AL-IJTIHAD AMBOLOLI,SMA,Sulawesi Tenggara,Kab. Konawe Selatan,Konda,200000,200500,200503
60726577,SMAN 1 WAWONII TENGGARA,SMA,Sulawesi Tenggara,Kab. Konawe Kepulauan,Wawonii Tenggara,200000,201200,201205
40404750,SMAN 2 Kambowa,SMA,Sulawesi Tenggara,Kab. Buton Utara,Kambowa,200000,201000,201004
40400243,SMAN 1 WAWONII,SMA,Sulawesi Tenggara,Kab. Konawe Kepulauan,Wawonii Barat,200000,201200,201201
40403870,SMAN 1 Kambowa,SMA,Sulawesi Tenggara,Kab. Buton Utara,Kambowa,200000,201000,201004
40403379,SMAN 5 KONAWE SELATAN,SMA,Sulawesi Tenggara,Kab. Konawe Selatan,Moramo,200000,200500,200505
69830521,SMA NEGERI 1 LALOLAE,SMA,Sulawesi Tenggara,KAB. KOLAKA TIMUR,Lalolae,200000,201100,201115
40405015,SMAN 14 KONAWE SELATAN,SMA,Sulawesi Tenggara,Kab. Konawe Selatan,Ranomeeto Barat,200000,200500,200519
69864688,SMA Integral Minhajut Thullab,SMA,Sulawesi Tenggara,Kab. Konawe Selatan,Buke,200000,200500,200513
40403349,SMAN 12 KONAWE SELATAN,SMA,Sulawesi Tenggara,Kab. Konawe Selatan,Lalembuu,200000,200500,200512
40402859,SMAN 1 WAWONII TIMUR,SMA,Sulawesi Tenggara,Kab. Konawe Kepulauan,Wawonii Timur,200000,201200,201204
40404133,SMAN 1 KULISUSU BARAT,SMA,Sulawesi Tenggara,Kab. Buton Utara,Kulisusu Barat,200000,201000,201002
40403342,SMAN 7 KONAWE SELATAN,SMA,Sulawesi Tenggara,Kab. Konawe Selatan,Kolono,200000,200500,200508
60103317,SMA NEGERI 3 KEI KECIL,SMA,Maluku,Kab. Maluku Tenggara,Kei Kecil Barat,210000,210200,210212
40401873,SMAN 6 KONAWE SELATAN,SMA,Sulawesi Tenggara,Kab. Konawe Selatan,Andolo,200000,200500,200509
69824437,SMAN 3 LAMBANDIA,SMA,Sulawesi Tenggara,KAB. KOLAKA TIMUR,LAMBANDIA,200000,201100,201114
60726464,SMAN 1 NAPANO KUSAMBI,SMA,Sulawesi Tenggara,Kab. Muna Barat,Napano Kusambi,200000,201300,201311
40401877,SMAN 1 KONAWE SELATAN,SMA,Sulawesi Tenggara,Kab. Konawe Selatan,Tinanggea,200000,200500,200501
40400748,SMAN 1 BARANGKA,SMA,Sulawesi Tenggara,Kab. Muna Barat,Barangka,200000,201300,201302
40403560,SMAN 1 ULUIWOI,SMA,Sulawesi Tenggara,KAB. KOLAKA TIMUR,ULUIWOI,200000,201100,201117
40405048,SMAN 13 KONAWE SELATAN,SMA,Sulawesi Tenggara,Kab. Konawe Selatan,Wolasi,200000,200500,200518
69932498,SMA KEBERBAKATAN OLAHRAGA BAHTERAMAS,SMA,Sulawesi Tenggara,Kab. Konawe Selatan,Ranomeeto,200000,200500,200506
40403872,SMAN 1 WAKORUMBA UTARA,SMA,Sulawesi Tenggara,Kab. Buton Utara,Wakorumba Utara,200000,201000,201006
69762606,SMAN 2 KULISUSU UTARA,SMA,Sulawesi Tenggara,Kab. Buton Utara,Kulisusu Utara,200000,201000,201003
40404132,SMAN 1 KULISUSU,SMA,Sulawesi Tenggara,Kab. Buton Utara,Kulisusu,200000,201000,201001
60103545,SMA RAUDAH DANAR,SMA,Maluku,Kab. Maluku Tenggara,Kei Kecil Timur,210000,210200,210213
40404847,SMAN 16 KONAWE SELATAN,SMA,Sulawesi Tenggara,Kab. Konawe Selatan,Basala,200000,200500,200522
40405084,SMAN 15 KONAWE SELATAN,SMA,Sulawesi Tenggara,Kab. Konawe Selatan,Baito,200000,200500,200515
40404848,SMAN 20 KONAWE SELATAN,SMA,Sulawesi Tenggara,Kab. Konawe Selatan,Moramo Utara,200000,200500,200517
40405271,SMAN 1 SAWERIGADI,SMA,Sulawesi Tenggara,Kab. Muna Barat,Sawerigadi,200000,201300,201301
69734020,SMAN 2 KUSAMBI,SMA,Sulawesi Tenggara,Kab. Muna Barat,Kusambi,200000,201300,201312
69774790,SMAN 2 LAMBANDIA,SMA,Sulawesi Tenggara,KAB. KOLAKA TIMUR,LAMBANDIA,200000,201100,201114
40401522,SMAN 1 LADONGI,SMA,Sulawesi Tenggara,KAB. KOLAKA TIMUR,LADONGI,200000,201100,201112
40403344,SMAN 4 KONAWE SELATAN,SMA,Sulawesi Tenggara,Kab. Konawe Selatan,Palangga,200000,200500,200502
40400749,SMAN 1 TIKEP,SMA,Sulawesi Tenggara,Kab. Muna Barat,Tiworo Kepulauan,200000,201300,201310
40403376,SMAS BIMA MAROA,SMA,Sulawesi Tenggara,Kab. Konawe Selatan,Andolo,200000,200500,200509
40405270,SMAN 1 TINONDO,SMA,Sulawesi Tenggara,KAB. KOLAKA TIMUR,TINONDO,200000,201100,201118
60103646,SMA NEGERI 3 KEI BESAR,SMA,Maluku,Kab. Maluku Tenggara,Kei Besar,210000,210200,210202
40400771,SMAN 1 MAGINTI,SMA,Sulawesi Tenggara,Kab. Muna Barat,Maginti,200000,201300,201306
69760760,SMAN 1 AERE,SMA,Sulawesi Tenggara,KAB. KOLAKA TIMUR,Aere,200000,201100,201121
40404131,SMAN 2 KULISUSU,SMA,Sulawesi Tenggara,Kab. Buton Utara,Kulisusu,200000,201000,201001
40405113,SMAN 9 KONAWE SELATAN,SMA,Sulawesi Tenggara,Kab. Konawe Selatan,Laonti,200000,200500,200510
40400770,SMAN 1 LAWA,SMA,Sulawesi Tenggara,Kab. Muna Barat,Lawa,200000,201300,201303
40405054,SMAN 19 KONAWE SELATAN,SMA,Sulawesi Tenggara,Kab. Konawe Selatan,Tinanggea,200000,200500,200501
40401875,SMAN 3 KONAWE SELATAN,SMA,Sulawesi Tenggara,Kab. Konawe Selatan,Laeya,200000,200500,200516
40405055,SMAN 17 KONAWE SELATAN,SMA,Sulawesi Tenggara,Kab. Konawe Selatan,Laeya,200000,200500,200516
60100996,SMA NEGERI AIRBUAYA,SMA,Maluku,Kab. Buru,Airbuaya,210000,210300,210304
60105429,SMAN 1 TANIMBAR UTARA,SMA,Maluku,Kab. Maluku Tenggara Barat,Tanimbar Utara,210000,210400,210405
60103372,SMA NEGERI 1 BURU,SMA,Maluku,Kab. Buru,Namlea,210000,210300,210310
60100816,SMA SANATA KARYA LANGGUR,SMA,Maluku,Kab. Maluku Tenggara,Kei Kecil,210000,210200,210201
60100973,SMA NEGERI WAPLAU,SMA,Maluku,Kab. Buru,Waplau,210000,210300,210316
60103650,SMA SEMINARI ST YUDAS THADEUS LANGGUR,SMA,Maluku,Kab. Maluku Tenggara,Kei Kecil,210000,210200,210201
60101485,SMAS KRISTEN SAUMLAKI,SMA,Maluku,Kab. Maluku Tenggara Barat,Tanimbar Selatan,210000,210400,210404
60101015,SMA NEGERI 3 BURU,SMA,Maluku,Kab. Buru,Waeapo,210000,210300,210307
60100818,SMA NEGERI 1 KEI KECIL,SMA,Maluku,Kab. Maluku Tenggara,Kei Kecil,210000,210200,210201
60103632,SMAN BANDA ELY,SMA,Maluku,Kab. Maluku Tenggara,Kei Besar Utara Timur,210000,210200,210206
60100997,SMA NEGERI 9 WAEAPO,SMA,Maluku,Kab. Buru,WAELATA,210000,210300,210319
60101016,SMA NEGERI 2 BURU,SMA,Maluku,Kab. Buru,Namlea,210000,210300,210310
60105312,SMAN KORMOMOLIN,SMA,Maluku,Kab. Maluku Tenggara Barat,Kormomolin,210000,210400,210417
60103320,SMA NEGERI 4 KEI KECIL,SMA,Maluku,Kab. Maluku Tenggara,Kei Kecil Timur Selatan,210000,210200,210218
60103897,SMAN YARU,SMA,Maluku,Kab. Maluku Tenggara Barat,Yaru,210000,210400,210414
60100765,SMA AL HILAL KEI KECIL,SMA,Maluku,Kab. Maluku Tenggara,Kei Kecil,210000,210200,210201
60100979,SMA NEGERI ILATH,SMA,Maluku,Kab. Buru,Batabual,210000,210300,210317
60101486,SMAS CORJESU LARAT,SMA,Maluku,Kab. Maluku Tenggara Barat,Tanimbar Utara,210000,210400,210405
60100977,SMA NEGERI 5 BURU,SMA,Maluku,Kab. Buru,LILIALY,210000,210300,210322
60105301,SMAN 1 TANIMBAR SELATAN,SMA,Maluku,Kab. Maluku Tenggara Barat,Tanimbar Selatan,210000,210400,210404
60103597,SMA NEGERI WAIPOTIH,SMA,Maluku,Kab. Buru,Waplau,210000,210300,210316
60100820,SMA NEGERI 2 KEI KECIL,SMA,Maluku,Kab. Maluku Tenggara,Kei Kecil,210000,210200,210201
69879766,SMA KRISTEN ANUGERAH,SMA,Maluku,Kab. Maluku Tenggara,Kei Kecil,210000,210200,210201
60101017,SMA TARBIYAH AIRBUAYA,SMA,Maluku,Kab. Buru,Airbuaya,210000,210300,210304
69856923,SMA NEGERI WAELAWA,SMA,Maluku,Kab. Buru,Batabual,210000,210300,210317
60103695,SMAN UNGGULAN SAUMLAKI,SMA,Maluku,Kab. Maluku Tenggara Barat,Tanimbar Selatan,210000,210400,210404
69893231,SMA NEGERI WAIN,SMA,Maluku,Kab. Maluku Tenggara,Kei Kecil Timur,210000,210200,210213
60101443,SMAN 2 NIRUNMAS,SMA,Maluku,Kab. Maluku Tenggara Barat,Nirun Mas,210000,210400,210416
60103375,SMA NEGERI 11 WAEAPO,SMA,Maluku,Kab. Buru,LOLONG GUBA,210000,210300,210318
60103647,SMA NEGERI 2 KEI BESAR,SMA,Maluku,Kab. Maluku Tenggara,Kei Besar Selatan,210000,210200,210205
69893230,SMA NEGERI WAB,SMA,Maluku,Kab. Maluku Tenggara,Hoat Sorbay,210000,210200,210215
60100817,SMAN 1 KEI BESAR,SMA,Maluku,Kab. Maluku Tenggara,Kei Besar,210000,210200,210202
69900165,SMA NEGERI 12 BURU,SMA,Maluku,Kab. Buru,Namlea,210000,210300,210310
60724708,SMAN MOLU MARU,SMA,Maluku,Kab. Maluku Tenggara Barat,Molu Maru,210000,210400,210418
60103079,SMAN WUARLABOBAR,SMA,Maluku,Kab. Maluku Tenggara Barat,Wuar Labobar,210000,210400,210415
60103895,SMA NEGERI 4 KEI BESAR,SMA,Maluku,Kab. Maluku Tenggara,Kei Besar Utara Timur,210000,210200,210206
60101530,SMAN 2 KAIRATU,SMA,Maluku,Kab. Seram Bagian Barat,Kairatu Barat,210000,210500,210599
60102889,SMA NEGERI 2 PULAU MANIPA,SMA,Maluku,Kab. Seram Bagian Barat,Kepulauan Manipa,210000,210500,210594
60101668,SMAN 1 WERINAMA,SMA,Maluku,Kab. Seram Bagian Timur,Werinama,210000,210600,210602
60105318,SMAS BUDI MULIA SAUMLAKI,SMA,Maluku,Kab. Maluku Tenggara Barat,Tanimbar Selatan,210000,210400,210404
60101529,SMAN 1 KAIRATU,SMA,Maluku,Kab. Seram Bagian Barat,Kairatu,210000,210500,210501
60102473,SMAS LKMD OLAS,SMA,Maluku,Kab. Seram Bagian Barat,Huamual,210000,210500,210505
69950985,SMA PERSIAPAN ELI BESAR,SMA,Maluku,Kab. Seram Bagian Barat,Huamual,210000,210500,210505
60102712,SMA NEGERI 5 SERAM BARAT,SMA,Maluku,Kab. Seram Bagian Barat,Huamual,210000,210500,210505
60103465,SMAN PULAU MANIPA,SMA,Maluku,Kab. Seram Bagian Barat,Kepulauan Manipa,210000,210500,210594
60101537,SMAS MUHAMMADIYAH LUHU,SMA,Maluku,Kab. Seram Bagian Barat,Huamual,210000,210500,210505
60102374,SMAN SELARU,SMA,Maluku,Kab. Maluku Tenggara Barat,Selaru,210000,210400,210413
60103903,SMA NEGERI 5 WAESALA,SMA,Maluku,Kab. Seram Bagian Barat,Huamual Belakang,210000,210500,210593
69949130,SMA NEGERI NIRUNMAS,SMA,Maluku,Kab. Maluku Tenggara Barat,Nirun Mas,210000,210400,210416
60101538,SMAS PGRI PELITA JAYA,SMA,Maluku,Kab. Seram Bagian Barat,Seram Barat,210000,210500,210502
60103904,SMAN 2 TANIWEL,SMA,Maluku,Kab. Seram Bagian Barat,Taniwel Timur,210000,210500,210592
60101540,SMAN 1 SERAM BARAT,SMA,Maluku,Kab. Seram Bagian Barat,Seram Barat,210000,210500,210502
60101438,SMAN 2 TANIMBAR SELATAN,SMA,Maluku,Kab. Maluku Tenggara Barat,Tanimbar Selatan,210000,210400,210404
60101560,SMAN 1 WAISALA,SMA,Maluku,Kab. Seram Bagian Barat,Huamual Belakang,210000,210500,210593
60102893,SMAN 4 WAESALA,SMA,Maluku,Kab. Seram Bagian Barat,Huamual Belakang,210000,210500,210593
60102708,SMAS HUAMUAL BARAT TALAGA,SMA,Maluku,Kab. Seram Bagian Barat,Huamual,210000,210500,210505
60102716,SMAN 4 KAIRATU,SMA,Maluku,Kab. Seram Bagian Barat,Kairatu,210000,210500,210501
60102474,SMAS MUHAMMADIYAH LIMBORO,SMA,Maluku,Kab. Seram Bagian Barat,Huamual,210000,210500,210505
60101543,SMA NEGERI 3 SERAM BARAT,SMA,Maluku,Kab. Seram Bagian Barat,Huamual,210000,210500,210505
60102897,SMAS PGRI 4 KAIRATU,SMA,Maluku,Kab. Seram Bagian Barat,Kairatu Barat,210000,210500,210599
60101667,SMAN 1 SERAM TIMUR,SMA,Maluku,Kab. Seram Bagian Timur,Seram Timur,210000,210600,210601
60102895,SMAS PGRI 2 KAIRATU,SMA,Maluku,Kab. Seram Bagian Barat,Amalatu,210000,210500,210506
60102957,SMAN 1 WAKATE,SMA,Maluku,Kab. Seram Bagian Timur,Wakate,210000,210600,210605
60102887,SMAN 4 SERAM BARAT,SMA,Maluku,Kab. Seram Bagian Barat,Seram Barat,210000,210500,210502
60101541,SMAN 1 TANIWEL,SMA,Maluku,Kab. Seram Bagian Barat,Taniwel,210000,210500,210503
60102960,SMAN 3 PULAU GOROM,SMA,Maluku,Kab. Seram Bagian Timur,Gorom Timur,210000,210600,210611
60102707,SMAS AL - FIQRI TALAGA PIRU,SMA,Maluku,Kab. Seram Bagian Barat,Seram Barat,210000,210500,210502
60101542,SMAN 2 SERAM BARAT,SMA,Maluku,Kab. Seram Bagian Barat,Huamual,210000,210500,210505
60101661,SMAN 1 BULA,SMA,Maluku,Kab. Seram Bagian Timur,Bula,210000,210600,210603
60103939,SMAN ELPAPUTIH,SMA,Maluku,Kab. Seram Bagian Barat,Elpaputih,210000,210500,210591
69867932,SMA NEGERI PERSIAPAN MANIPA TIMUR,SMA,Maluku,Kab. Seram Bagian Barat,Kepulauan Manipa,210000,210500,210594
60102886,SMAN 5 KAIRATU,SMA,Maluku,Kab. Seram Bagian Barat,Amalatu,210000,210500,210506
60102717,SMAS PGRI 3 KAIRATU,SMA,Maluku,Kab. Seram Bagian Barat,Amalatu,210000,210500,210506
69822775,SMAN 6 KAIRATU,SMA,Maluku,Kab. Seram Bagian Barat,Kairatu,210000,210500,210501
60103400,SMAN 2 TANIMBAR UTARA,SMA,Maluku,Kab. Maluku Tenggara Barat,Tanimbar Utara,210000,210400,210405
60101330,SMAN 1 NIRUNMAS,SMA,Maluku,Kab. Maluku Tenggara Barat,Nirun Mas,210000,210400,210416
69772549,SMA NEGERI HUAMUAL,SMA,Maluku,Kab. Seram Bagian Barat,Huamual,210000,210500,210505
60102894,SMAN 3 KAIRATU,SMA,Maluku,Kab. Seram Bagian Barat,Amalatu,210000,210500,210506
60102371,SMAS KRISTEN 1 TANIMBAR UTARA,SMA,Maluku,Kab. Maluku Tenggara Barat,Tanimbar Utara,210000,210400,210405
60103902,SMAN 3 WAESALA,SMA,Maluku,Kab. Seram Bagian Barat,Huamual Belakang,210000,210500,210593
60101465,SMAN AMTUFU WERTAMRIAN,SMA,Maluku,Kab. Maluku Tenggara Barat,Wer Tamrian,210000,210400,210411
60724705,SMAN AMPERA WERMAKTIAN,SMA,Maluku,Kab. Maluku Tenggara Barat,Wer Maktian,210000,210400,210412
60102713,SMAN 2 WAISALA,SMA,Maluku,Kab. Seram Bagian Barat,Huamual Belakang,210000,210500,210593
69822777,SMA NEGERI PULAU PANJANG,SMA,Maluku,Kab. Seram Bagian Timur,Pulau Panjang,210000,210600,210609
60101684,SMAN 1 PULAU GOROM,SMA,Maluku,Kab. Seram Bagian Timur,Pulau Gorom,210000,210600,210604
60102519,SMAN 2 BULA,SMA,Maluku,Kab. Seram Bagian Timur,Bula Barat,210000,210600,210612
69822776,SMAS PERSIAPAN LALANMATLEAN,SMA,Maluku,Kab. Seram Bagian Timur,Pulau Gorom,210000,210600,210604
50101684,SMAN 2 MENGWI,SMA,Bali,Kab. Badung,Mengwi,220000,220400,220404
50103365,SMAN 1 DAWAN,SMA,Bali,Kab. Klungkung,Dawan,220000,220600,220604
60103628,SMAS NAFIRI UKAR SENGAN,SMA,Maluku,Kab. Seram Bagian Timur,Seram Timur,210000,210600,210601
50101694,SMAN 2 KUTA,SMA,Bali,Kab. Badung,Kuta,220000,220400,220402
60102520,SMAN 1 TUTUK TOLU,SMA,Maluku,Kab. Seram Bagian Timur,Tutuk Tolu,210000,210600,210606
69725964,SMAS PERSIAPAN TAMHER WARAT,SMA,Maluku,Kab. Seram Bagian Timur,Wakate,210000,210600,210605
69725650,SMAS KALAM KUDUS,SMA,Bali,Kab. Badung,Kuta Utara,220000,220400,220403
50102004,SMAN 1 UBUD,SMA,Bali,Kab. Gianyar,Ubud,220000,220500,220505
50101704,SMAN 1 ABIANSEMAL,SMA,Bali,Kab. Badung,Abiansemal,220000,220400,220405
50101683,SMAS KUTA PURA,SMA,Bali,Kab. Badung,Kuta,220000,220400,220402
60101660,SMAS MUHAMMADIYAH ATIAHU,SMA,Maluku,Kab. Seram Bagian Timur,Siwalalat,210000,210600,210607
69873946,SMAN SATU ATAP LEMBONGAN,SMA,Bali,Kab. Klungkung,Nusapenida,220000,220600,220601
50101705,SMAN 1 KUTA,SMA,Bali,Kab. Badung,Kuta,220000,220400,220402
50101682,SMAS KATOLIK SOVERDI TUBAN,SMA,Bali,Kab. Badung,Kuta,220000,220400,220402
50101695,SMAN 1 MENGWI,SMA,Bali,Kab. Badung,Mengwi,220000,220400,220404
50102093,SMA PGRI BLAHBATUH,SMA,Bali,Kab. Gianyar,Blahbatuh,220000,220500,220502
50103889,SMAS TAMAN RAMA,SMA,Bali,Kab. Badung,Kuta Selatan,220000,220400,220401
50102383,SMAS PARIWISATA SARASWATI,SMA,Bali,Kab. Klungkung,Klungkung,220000,220600,220603
50102384,SMAS PARIWISATA PGRI DAWAN,SMA,Bali,Kab. Klungkung,Klungkung,220000,220600,220603
69867919,SMA PERSIAPAN LOULEAN,SMA,Maluku,Kab. Seram Bagian Timur,Pulau Gorom,210000,210600,210604
69899778,SMA Cerdas Insan Sejahtera (CIS) Bali,SMA,Bali,Kab. Badung,Kuta Utara,220000,220400,220403
50101697,SMAS NGURAH RAI,SMA,Bali,Kab. Badung,Kuta Utara,220000,220400,220403
50101706,SMAN 1 KUTA SELATAN,SMA,Bali,Kab. Badung,Kuta Selatan,220000,220400,220401
60102958,SMAN 2 PULAU GOROM,SMA,Maluku,Kab. Seram Bagian Timur,Gorom Timur,210000,210600,210611
60102959,SMAN 2 SERAM TIMUR,SMA,Maluku,Kab. Seram Bagian Timur,Kian Darat,210000,210600,210613
50102089,SMAS AMARAWATI,SMA,Bali,Kab. Gianyar,Tampak siring,220000,220500,220504
60103879,SMA NEGERI 4 PULAU GOROM,SMA,Maluku,Kab. Seram Bagian Timur,Pulau Gorom,210000,210600,210604
69867920,SMA PERSIAPAN WATUBELA,SMA,Maluku,Kab. Seram Bagian Timur,Wakate,210000,210600,210605
50102084,SMAS PGRI 3 GIANYAR,SMA,Bali,Kab. Gianyar,Ubud,220000,220500,220505
50102094,SMAN 1 TEGALLALANG,SMA,Bali,Kab. Gianyar,Tegallalang,220000,220500,220506
50101665,SMAS BUDI UTAMA,SMA,Bali,Kab. Badung,Kuta Utara,220000,220400,220403
