npsn,name,jenjang,provinsi,kabupaten,kecamatan,provinceCode,regencyCode,districtCode
20107250,SMAS PSKD MANDIRI,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Menteng,010000,016000,016002
20100198,SMAS SANTA THERESIA JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Menteng,010000,016000,016002
20108505,SMAS KRISTEN PEMBANGUNAN 2,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Gambir,010000,016000,016008
20100196,SMAS TAMAN MADYA 5 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Cempaka Putih,010000,016000,016005
20100489,SMAS FRANSISKUS 1 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Senen,010000,016000,016003
20108504,SMAS NASIONAL ANGLO,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Cempaka Putih,010000,016000,016005
20100211,SMAN 4 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Gambir,010000,016000,016008
20100197,SMAS TARSISIUS 1 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Gambir,010000,016000,016008
20108383,SMAS SANTA URSULA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Sawah Besar,010000,016000,016007
20100484,SMAS AT TAQWA JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Sawah Besar,010000,016000,016007
20100214,SMAS YAPERMAS JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Menteng,010000,016000,016002
20108507,SMAS SANTO BELLARMINUS JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Menteng,010000,016000,016002
20108499,SMAS DWISAKA JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Menteng,010000,016000,016002
20100486,SMAS BUNDA MULIA JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Gambir,010000,016000,016008
20108501,SMAS HATI SUCI,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Tanah Abang,010000,016000,016001
20100177,SMAS PGRI 14 DKI JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Gambir,010000,016000,016008
20100181,SMAS TAMAN MADYA I JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Kemayoran,010000,016000,016006
20100195,SMAS MUHAMMADIYAH 1 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Senen,010000,016000,016003
20100216,SMAN 1 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Sawah Besar,010000,016000,016007
20100191,SMAS KRISTEN KETAPANG 1 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Gambir,010000,016000,016008
20112503,SMAS K CALVIN,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Kemayoran,010000,016000,016006
20100213,SMAS TRIWIBAWA JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Sawah Besar,010000,016000,016007
20100199,SMAN 68 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Senen,010000,016000,016003
20100221,SMAN 25 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Gambir,010000,016000,016008
20100190,SMAS KRISTEN KARUNIA JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Sawah Besar,010000,016000,016007
20100170,SMAS KANISIUS JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Menteng,010000,016000,016002
20100186,SMAS KRISTEN 2 BPK PENABUR,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Sawah Besar,010000,016000,016007
20108502,SMAS ISLAM SAID NA UM JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Tanah Abang,010000,016000,016001
20107185,SMAN 69 JAKARTA,SMA,D.K.I. Jakarta,Kab. Kepulauan Seribu,Kepulauan Seribu Utara,010000,010100,010102
20100505,SMAS ISLAM AL - JIHAD JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Johar Baru,010000,016000,016004
20100174,SMAS PERGURUAN NASIONAL JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Kemayoran,010000,016000,016006
20100483,SMAS PSKD 3 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Senen,010000,016000,016003
20100175,SMAS ADVENT SALEMBA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Senen,010000,016000,016003
20100201,SMAN 77 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Cempaka Putih,010000,016000,016005
20100217,SMAN 10 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Sawah Besar,010000,016000,016007
20100490,SMAS PSKD 1 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Senen,010000,016000,016003
20100215,SMAS YP IPPI PETOJO JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Gambir,010000,016000,016008
20107249,SMAS BUDI MULIA JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Sawah Besar,010000,016000,016007
20100185,SMAS KARTINI 1 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Kemayoran,010000,016000,016006
20100189,SMAS KRISTEN KANAAN JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Kemayoran,010000,016000,016006
20108506,SMAS PGRI 15 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Tanah Abang,010000,016000,016001
20100613,SMAS TARAKANITA 2,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Penjaringan,010000,016100,016101
20109560,SMA SIS KELAPA GADING,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Kelapa Gading,010000,016100,016105
20107374,SMA DARMA SATRIA PERSADA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Penjaringan,010000,016100,016101
20107398,SMAS WIJAYA KUSUMA JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Penjaringan,010000,016100,016101
20100795,SMAN 73 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Cilincing,010000,016100,016106
20100604,SMA MAHATMA GADING,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Kelapa Gading,010000,016100,016105
20100600,SMA ISLAM AL-AZHAR KELAPA GADING,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Kelapa Gading,010000,016100,016105
20100803,SMAN 111 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Penjaringan,010000,016100,016101
20100219,SMAN 24 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Tanah Abang,010000,016000,016001
69755458,SMA PELANGI KASIH,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Penjaringan,010000,016100,016101
69948873,SMA LENTERA KASIH,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Tanjung Priok,010000,016100,016103
20100173,SMAS PASKALIS,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Kemayoran,010000,016000,016006
20107378,SMAS HARAPAN KASIH JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Penjaringan,010000,016100,016101
20100811,SMAN 41 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Tanjung Priok,010000,016100,016103
20100628,SMAS BUDI AGUNG,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Penjaringan,010000,016100,016101
20100631,SMAS KATOLIK DIAKONIA JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Penjaringan,010000,016100,016101
20100180,SMAS SUNDA KELAPA JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Menteng,010000,016000,016002
20107400,SMAS YAPPENDA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Tanjung Priok,010000,016100,016103
20100616,SMAS DON BOSCO 1 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Kelapa Gading,010000,016100,016105
20100802,SMAN 110 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Koja,010000,016100,016104
20100807,SMAN 15 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Tanjung Priok,010000,016100,016103
20100184,SMAS MUHAMMADIYAH 14 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Tanah Abang,010000,016000,016001
20100200,SMAN 7 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Tanah Abang,010000,016000,016001
20100188,SMAS KRISTEN BETHEL JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Tanah Abang,010000,016000,016001
20100607,SMAS PERMAI JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Penjaringan,010000,016100,016101
20100804,SMAN 114 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Cilincing,010000,016100,016106
20100182,SMAS MUHAMMADIYAH 2 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Kemayoran,010000,016000,016006
20100806,SMAN 13 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Koja,010000,016100,016104
20110335,SMAS KRISTEN 6 PENABUR,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Penjaringan,010000,016100,016101
20100193,SMAS PERGURUAN KSATRYA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Cempaka Putih,010000,016000,016005
20100611,SMAS PUSAKA NUSANTARA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Tanjung Priok,010000,016100,016103
20100799,SMAS SANTO YAKOBUS JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Kelapa Gading,010000,016100,016105
20100223,SMAN 27 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Johar Baru,010000,016000,016004
20100183,SMAS MUHAMMADIYAH 16 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Senen,010000,016000,016003
20100629,SMAS BUNGA HATI BANGSA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Penjaringan,010000,016100,016101
20100608,SMAS PGRI 12 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Kelapa Gading,010000,016100,016105
20100210,SMAN 5 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Kemayoran,010000,016000,016006
20107390,SMAS SAINT PETER,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Kelapa Gading,010000,016100,016105
20100212,SMAN 35 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Tanah Abang,010000,016000,016001
20100612,SMAS KRISTEN SAINT NICHOLAS,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Penjaringan,010000,016100,016101
20100179,SMAS SANTO PAULUS JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Gambir,010000,016000,016008
20100780,SMAN 80 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Tanjung Priok,010000,016100,016103
20107368,SMAS AL KHAIRIYAH JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Koja,010000,016100,016104
20100805,SMAN 115 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Cilincing,010000,016100,016106
20100606,SMAS MUTIARA 1 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Tanjung Priok,010000,016100,016103
20100810,SMAN 40 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Pademangan,010000,016100,016102
20107395,SMAS TANJUNG PRIOK JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Koja,010000,016100,016104
20100187,SMAS KRISTEN 3 PENABUR JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Kemayoran,010000,016000,016006
20107396,SMAS TRI DARMA BUDHIDAYA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Penjaringan,010000,016100,016101
20100218,SMAN 20 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Sawah Besar,010000,016000,016007
20100614,SMAS FONS VITAE 2 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Koja,010000,016100,016104
20109180,SMAS MARIE JOSEPH,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Kelapa Gading,010000,016100,016105
20108498,SMAS ADVENT 1 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Senen,010000,016000,016003
20100224,SMAN 30 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Pusat,Cempaka Putih,010000,016000,016005
20107375,SMAS DHARMA SUCI JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Penjaringan,010000,016100,016101
20107383,SMAS KRISTEN IPEKA SUNTER,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Tanjung Priok,010000,016100,016103
20100782,SMAN 92 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Cilincing,010000,016100,016106
20107382,SMAS KRISTEN IPEKA PLUIT,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Penjaringan,010000,016100,016101
20104422,SMAS KATHOLIK BINTANG KEJORA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Cengkareng,010000,016200,016207
20101342,SMAS DAMAI,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Tambora,010000,016200,016205
20100809,SMAN 18 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Tanjung Priok,010000,016100,016103
20100601,SMAS KRISTEN 5 BPK PENABUR,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Kelapa Gading,010000,016100,016105
20107371,SMAS CAHAYA KUDUS JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Penjaringan,010000,016100,016101
20100796,SMAN 72 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Kelapa Gading,010000,016100,016105
20104413,SMAS DIAN HARAPAN,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kali Deres,010000,016200,016208
20100812,SMAN 45 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Kelapa Gading,010000,016100,016105
20101324,SMAS NOTRE DAME,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kembangan,010000,016200,016201
20109467,SMAS KRISTEN IPEKA PURI INDAH,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kembangan,010000,016200,016201
20101338,SMAS BAPTIS ELIM,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Grogol Petamburan,010000,016200,016204
20101617,SMAS TUNAS INDONESIA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kali Deres,010000,016200,016208
20101348,SMAS ISLAM TAMBORA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Tambora,010000,016200,016205
20101318,SMAS PROVIDENTIA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kebon Jeruk,010000,016200,016202
20101313,SMAS KRISTEN SAMARIA KUDUS,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kembangan,010000,016200,016201
20107386,SMAS KRISTEN MAWAR SARON,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Kelapa Gading,010000,016100,016105
20101627,SMAN 101 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kembangan,010000,016200,016201
20100605,SMAS METHODIST JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Penjaringan,010000,016100,016101
20101586,SMAN 85 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kembangan,010000,016200,016201
20104410,SMAS GLOBAL SEVILLA PURI INDAH,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kembangan,010000,016200,016201
20104437,SMAS PELITA KUDUS,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Grogol Petamburan,010000,016200,016204
20101616,SMAS SANTO CRISTOFORUS 1,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Grogol Petamburan,010000,016200,016204
20101305,SMAS 4 KRISTEN PENABUR,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kebon Jeruk,010000,016200,016202
20107269,SMAS AL CHASANAH,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Grogol Petamburan,010000,016200,016204
20101585,SMAN 94 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kali Deres,010000,016200,016208
20100630,SMAS DHARMA BUDHI BHAKTI JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Tanjung Priok,010000,016100,016103
20112438,SMAS CITRA KASIH,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kali Deres,010000,016200,016208
20101588,SMAN 78 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Palmerah,010000,016200,016203
20101343,SMAS DHAMASAVANA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Tambora,010000,016200,016205
20104409,SMAS CAHAYA FADILAH,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Cengkareng,010000,016200,016207
20109561,SMA SIS PIK,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Penjaringan,010000,016100,016101
20101604,SMAN 57 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kebon Jeruk,010000,016200,016202
20101353,SMAS FATAHILLAH,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Grogol Petamburan,010000,016200,016204
20100801,SMAS YUSHA JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Koja,010000,016100,016104
20107372,SMAS CHANDRA KUSUMA JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Penjaringan,010000,016100,016101
20101301,SMAS REGINA PACIS,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Palmerah,010000,016200,016203
20101628,SMAS YP BDN,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Grogol Petamburan,010000,016200,016204
20107394,SMAS ST MARIA DELLA STRADA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Pademangan,010000,016100,016102
20101322,SMAS PELITA 2,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kebon Jeruk,010000,016200,016202
20101352,SMAS 3 GALATIA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kali Deres,010000,016200,016208
20104411,SMAS DUTA BANGSA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Cengkareng,010000,016200,016207
20109326,SMAS KASIH KARUNIA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Cengkareng,010000,016200,016207
20107397,SMAS WIJAYA JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Tanjung Priok,010000,016100,016103
20109062,SMAS MUTIARA BANGSA 3,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Grogol Petamburan,010000,016200,016204
20107384,SMAS KRISTEN TUNAS BANGSA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Tanjung Priok,010000,016100,016103
20109971,SMAS CINTA KASIH TZU CHI,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Cengkareng,010000,016200,016207
20101624,SMAN 17 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Taman Sari,010000,016200,016206
20110265,SMAS PELITA KASIH,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Cengkareng,010000,016200,016207
20100797,SMAN 52 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Cilincing,010000,016100,016106
20101304,SMAS KRISTEN ALMASIH,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Grogol Petamburan,010000,016200,016204
20177837,SMAS SAINT JOHNS SCHOOL,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kembangan,010000,016200,016201
69762654,SMAS DJUWITA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kali Deres,010000,016200,016208
20101610,SMAS TARSISIUS II,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kebon Jeruk,010000,016200,016202
69759048,SMAS BINA KUSUMA MULIA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kali Deres,010000,016200,016208
20101311,SMAS KATOLIK RICCI,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Taman Sari,010000,016200,016206
20107399,SMAS YANIIC JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Cilincing,010000,016100,016106
20104426,SMAS 2 KRISTEN KALAM KUDUS,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Cengkareng,010000,016200,016207
20107389,SMAS PERMATA INDAH JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Penjaringan,010000,016100,016101
20107393,SMAS STELLA MARIS JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Penjaringan,010000,016100,016101
20107367,SMAS AL JIHAD JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Tanjung Priok,010000,016100,016103
20104430,SMAS PETRA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kembangan,010000,016200,016201
20101630,SMAS 2 YADIKA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kali Deres,010000,016200,016208
69931693,SMA KAIROS GRACIA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kali Deres,010000,016200,016208
20104405,SMAS AL KAMAL,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kebon Jeruk,010000,016200,016202
20107377,SMAS GITA KIRTI 2,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Tanjung Priok,010000,016100,016103
20100603,SMAS KRISTEN YUSUF,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Penjaringan,010000,016100,016101
20101605,SMAN 56 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kali Deres,010000,016200,016208
20104417,SMAS JOSUA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Palmerah,010000,016200,016203
20101615,SMAS 2 SANTO KRISTOFORUS,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Cengkareng,010000,016200,016207
20101332,SMAS BUNDA HATI KUDUS,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Grogol Petamburan,010000,016200,016204
20104436,SMAS PELITA IV,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Tambora,010000,016200,016205
20101621,SMAN 23 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Grogol Petamburan,010000,016200,016204
20101337,SMAS BHINEKA TUNGGAL IKA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Tambora,010000,016200,016205
20101608,SMAS TRI RATNA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Taman Sari,010000,016200,016206
20107388,SMAS NUSANTARA JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Cilincing,010000,016100,016106
20107385,SMAS LAPHAT PLUS,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Koja,010000,016100,016104
20107376,SMAS GIDEON JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Tanjung Priok,010000,016100,016103
20107387,SMAS NURUL FALAH JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Cilincing,010000,016100,016106
20100778,SMAS TUNAS KARYA JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Kelapa Gading,010000,016100,016105
20104421,SMAS KATOLIK ABDI SISWA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kebon Jeruk,010000,016200,016202
20101611,SMAS SENTOSA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Taman Sari,010000,016200,016206
20100800,SMAS YASPI JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Cilincing,010000,016100,016106
20104425,SMAS KRISTEN IMANUEL,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Grogol Petamburan,010000,016200,016204
20101618,SMAS VIANNEY,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Cengkareng,010000,016200,016207
20107271,SMAS KEMURNIAN,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Taman Sari,010000,016200,016206
20101622,SMAN 2 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Taman Sari,010000,016200,016206
20107391,SMAS SANTO LUKAS 1 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Tanjung Priok,010000,016100,016103
20100610,SMAS PUSAKA ABADI JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Penjaringan,010000,016100,016101
20100632,SMAS TUNAS GADING,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Kelapa Gading,010000,016100,016105
20100781,SMAN 83 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Cilincing,010000,016100,016106
20101307,SMAS 2 KEMURNIAN,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kebon Jeruk,010000,016200,016202
20101314,SMA LAMAHOLOT,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Cengkareng,010000,016200,016207
20101613,SMAS 2 SANTO LEO,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Cengkareng,010000,016200,016207
20112435,SMAS SINAR DHARMA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Tambora,010000,016200,016205
20101340,SMAS AL HUDA CENGKARENG,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Cengkareng,010000,016200,016207
20107369,SMAS AL MUHAJIRIN JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Koja,010000,016100,016104
20107373,SMAS DHARMA PUTRA JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Tanjung Priok,010000,016100,016103
69873573,SMA WESTIN,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Penjaringan,010000,016100,016101
20101302,SMAS 2 KRISTEN KETAPANG,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kebon Jeruk,010000,016200,016202
20104438,SMAS SUMPAH PEMUDA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kembangan,010000,016200,016201
20101607,SMAS TRINITAS JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Cengkareng,010000,016200,016207
20101467,SMAS SAN MARINO,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kali Deres,010000,016200,016208
20100779,SMAN 75 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Utara,Cilincing,010000,016100,016106
20104433,SMAS MUHAMMADIYAH 15,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Palmerah,010000,016200,016203
20104414,SMAS DIAN KASIH,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kali Deres,010000,016200,016208
20101325,SMAS MUHAMMADIYAH 24,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Grogol Petamburan,010000,016200,016204
20101584,SMAN 95 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kali Deres,010000,016200,016208
20104424,SMAS KRISTEN IPEKA TOMANG,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kebon Jeruk,010000,016200,016202
20101330,SMAS CANDRA NAYA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Tambora,010000,016200,016205
20101349,SMAS IP YAKIN,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Cengkareng,010000,016200,016207
20101589,SMAN 65 JAKARTA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Kebon Jeruk,010000,016200,016202
20104416,SMAS IMPIAN BUNDA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Cengkareng,010000,016200,016207
20101351,SMAS 2 GALATIA,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Grogol Petamburan,010000,016200,016204
20101329,SMAS CENGKARENG 1,SMA,D.K.I. Jakarta,Kota Jakarta Barat,Cengkareng,010000,016200,016207
